registry_number,business_name,entity_type,registry_date,associated_name_type,address,city,state,zip,business_details,address_continued,not_of_record_entity
174802190,EVERGREEN INSTRUCTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,2020-11-30T09:12:07.000,MAILING ADDRESS,PO BOX 333,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=174802190&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
174802190,EVERGREEN INSTRUCTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,2020-11-30T09:12:07.000,PRINCIPAL PLACE OF BUSINESS,49 EAST AVE,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=174802190&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
174802190,EVERGREEN INSTRUCTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,2020-11-30T09:12:07.000,REGISTERED AGENT,49 EAST AVE,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=174802190&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
175251793,BACKWOODZ POWER WASHING SERVICEZ LLC,DOMESTIC LIMITED LIABILITY COMPANY,2020-12-09T06:37:17.000,MAILING ADDRESS,20835 VALSETZ RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=175251793&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
175251793,BACKWOODZ POWER WASHING SERVICEZ LLC,DOMESTIC LIMITED LIABILITY COMPANY,2020-12-09T06:37:17.000,PRINCIPAL PLACE OF BUSINESS,20835 VALSETZ RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=175251793&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
175251793,BACKWOODZ POWER WASHING SERVICEZ LLC,DOMESTIC LIMITED LIABILITY COMPANY,2020-12-09T06:37:17.000,REGISTERED AGENT,20835 VALSETZ RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=175251793&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
176614098,OUTLAW EAGLE CLOTHING LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-01-11T11:32:29.000,MAILING ADDRESS,20835 VALSETZ RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=176614098&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
176614098,OUTLAW EAGLE CLOTHING LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-01-11T11:32:29.000,PRINCIPAL PLACE OF BUSINESS,20835 VALSETZ RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=176614098&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
176614098,OUTLAW EAGLE CLOTHING LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-01-11T11:32:29.000,REGISTERED AGENT,20835 VALSETZ RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=176614098&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
176856897,MS. M'S KITCHEN,ASSUMED BUSINESS NAME,2021-01-15T07:39:35.000,AUTHORIZED REPRESENTATIVE,PO BOX 192,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=176856897&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
176856897,MS. M'S KITCHEN,ASSUMED BUSINESS NAME,2021-01-15T07:39:35.000,PRINCIPAL PLACE OF BUSINESS,513 HOPKINS ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=176856897&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
181031791,GWG PROPERTIES LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-04-14T14:44:45.000,MAILING ADDRESS,3499 LUCAS RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=181031791&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
181031791,GWG PROPERTIES LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-04-14T14:44:45.000,PRINCIPAL PLACE OF BUSINESS,3499 LUCAS RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=181031791&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
181031791,GWG PROPERTIES LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-04-14T14:44:45.000,REGISTERED AGENT,3499 LUCAS RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=181031791&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
181050593,"AMERICAN OFF ROAD AND OUTDOORS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2021-04-15T06:37:20.000,MAILING ADDRESS,39 SHELDON AVE,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=181050593&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
181050593,"AMERICAN OFF ROAD AND OUTDOORS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2021-04-15T06:37:20.000,PRINCIPAL PLACE OF BUSINESS,39 SHELDON AVE,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=181050593&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
181050593,"AMERICAN OFF ROAD AND OUTDOORS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2021-04-15T06:37:20.000,REGISTERED AGENT,39 SHELDON AVE,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=181050593&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
181299794,WILLAMETTE VALLEY PRESSURE WASHING L.L.C,DOMESTIC LIMITED LIABILITY COMPANY,2021-04-20T16:55:04.000,MAILING ADDRESS,439 TERRACE ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=181299794&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
181299794,WILLAMETTE VALLEY PRESSURE WASHING L.L.C,DOMESTIC LIMITED LIABILITY COMPANY,2021-04-20T16:55:04.000,PRINCIPAL PLACE OF BUSINESS,439 TERRACE ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=181299794&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
181299794,WILLAMETTE VALLEY PRESSURE WASHING L.L.C,DOMESTIC LIMITED LIABILITY COMPANY,2021-04-20T16:55:04.000,REGISTERED AGENT,439 TERRACE ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=181299794&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
183636696,BUCK MOUNTAIN FARMS LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-06-16T06:13:38.000,MAILING ADDRESS,3355 SAMPLE RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=183636696&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
183636696,BUCK MOUNTAIN FARMS LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-06-16T06:13:38.000,PRINCIPAL PLACE OF BUSINESS,3355 SAMPLE RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=183636696&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
183636696,BUCK MOUNTAIN FARMS LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-06-16T06:13:38.000,REGISTERED AGENT,3355 SAMPLE RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=183636696&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
184037993,LIFE BALANCE YOGA LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-07-07T08:24:25.000,MAILING ADDRESS,3901 SAMPLE RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=184037993&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
184037993,LIFE BALANCE YOGA LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-07-07T08:24:25.000,REGISTERED AGENT,3901 SAMPLE RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=184037993&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
185597599,SUNREACH,ASSUMED BUSINESS NAME,2021-08-09T10:38:44.000,AUTHORIZED REPRESENTATIVE,390 6TH ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=185597599&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
185597599,SUNREACH,ASSUMED BUSINESS NAME,2021-08-09T10:38:44.000,PRINCIPAL PLACE OF BUSINESS,390 6TH ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=185597599&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
185694594,REKON TREES FC LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-08-10T14:24:01.000,MAILING ADDRESS,323 BRIDGE ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=185694594&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
185694594,REKON TREES FC LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-08-10T14:24:01.000,PRINCIPAL PLACE OF BUSINESS,323 BRIDGE ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=185694594&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
185694594,REKON TREES FC LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-08-10T14:24:01.000,REGISTERED AGENT,323 BRIDGE ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=185694594&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
186087798,BLACK ROCK WELLNESS CENTER,ASSUMED BUSINESS NAME,2021-08-20T14:39:07.000,AUTHORIZED REPRESENTATIVE,PO BOX 338,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=186087798&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
186087798,BLACK ROCK WELLNESS CENTER,ASSUMED BUSINESS NAME,2021-08-20T14:39:07.000,PRINCIPAL PLACE OF BUSINESS,304 N MAIN ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=186087798&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
188019690,BRIDGE CITY K9 LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-10-12T12:00:52.000,MAILING ADDRESS,410 LEWIS ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=188019690&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
188019690,BRIDGE CITY K9 LLC,DOMESTIC LIMITED LIABILITY COMPANY,2021-10-12T12:00:52.000,PRINCIPAL PLACE OF BUSINESS,410 LEWIS ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=188019690&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
189276695,BAZAAR BATHURST,ASSUMED BUSINESS NAME,2021-11-15T09:27:21.000,AUTHORIZED REPRESENTATIVE,330 FAIRVIEW ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=189276695&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
189276695,BAZAAR BATHURST,ASSUMED BUSINESS NAME,2021-11-15T09:27:21.000,PRINCIPAL PLACE OF BUSINESS,330 FAIRVIEW ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=189276695&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
189452890,PNW BACKFLOW TESTING,ASSUMED BUSINESS NAME,2021-11-17T07:58:42.000,AUTHORIZED REPRESENTATIVE,4300 SAMPLE RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=189452890&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
189452890,PNW BACKFLOW TESTING,ASSUMED BUSINESS NAME,2021-11-17T07:58:42.000,PRINCIPAL PLACE OF BUSINESS,4300 SAMPLE RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=189452890&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
189556096,"FREEDOM CONSTRUCTION AND REMODELING, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2021-11-19T08:35:33.000,MAILING ADDRESS,395 ALAN ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=189556096&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
189556096,"FREEDOM CONSTRUCTION AND REMODELING, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2021-11-19T08:35:33.000,PRINCIPAL PLACE OF BUSINESS,395 ALAN ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=189556096&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
189556096,"FREEDOM CONSTRUCTION AND REMODELING, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2021-11-19T08:35:33.000,REGISTERED AGENT,395 ALAN ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=189556096&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
190011693,"LINCHPIN CONSULTING, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2021-12-03T09:27:55.000,MAILING ADDRESS,390 6TH ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=190011693&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
190011693,"LINCHPIN CONSULTING, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2021-12-03T09:27:55.000,PRINCIPAL PLACE OF BUSINESS,390 6TH ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=190011693&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
190011693,"LINCHPIN CONSULTING, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2021-12-03T09:27:55.000,REGISTERED AGENT,390 6TH ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=190011693&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
191023697,"LITTLERAVEN-LUCKIAMUTE FARM, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2022-01-03T06:40:56.000,MAILING ADDRESS,PO BOX 129,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=191023697&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
191023697,"LITTLERAVEN-LUCKIAMUTE FARM, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2022-01-03T06:40:56.000,PRINCIPAL PLACE OF BUSINESS,4175 LUCAS RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=191023697&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
191023697,"LITTLERAVEN-LUCKIAMUTE FARM, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2022-01-03T06:40:56.000,REGISTERED AGENT,4175 LUCAS RD,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=191023697&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
191856393,PNW BIRTH & FAMILY,DOMESTIC NONPROFIT CORPORATION,2022-01-20T09:06:15.000,MAILING ADDRESS,PO BOX 478,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=191856393&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
192997998,SPACE FISH PRODUCTIONS INC,DOMESTIC BUSINESS CORPORATION,2022-02-14T08:09:04.000,MAILING ADDRESS,340 MONTGOMERY ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=192997998&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
192997998,SPACE FISH PRODUCTIONS INC,DOMESTIC BUSINESS CORPORATION,2022-02-14T08:09:04.000,PRINCIPAL PLACE OF BUSINESS,340 MONTGOMERY ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=192997998&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
192997998,SPACE FISH PRODUCTIONS INC,DOMESTIC BUSINESS CORPORATION,2022-02-14T08:09:04.000,REGISTERED AGENT,340 MONTGOMERY ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=192997998&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
195435491,"BEST COAST CLEANERS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2022-04-08T09:54:05.000,MAILING ADDRESS,523 CAMERON STREET,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=195435491&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
195435491,"BEST COAST CLEANERS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2022-04-08T09:54:05.000,PRINCIPAL PLACE OF BUSINESS,523 CAMERON STREET,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=195435491&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
195435491,"BEST COAST CLEANERS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2022-04-08T09:54:05.000,REGISTERED AGENT,523 CAMERON STREET,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=195435491&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
195907093,BACKROADS COFFEE,ASSUMED BUSINESS NAME,2022-04-19T13:41:28.000,AUTHORIZED REPRESENTATIVE,PO BOX 303,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=195907093&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
195907093,BACKROADS COFFEE,ASSUMED BUSINESS NAME,2022-04-19T13:41:28.000,PRINCIPAL PLACE OF BUSINESS,304 N MAIN ST,FALLS CITY,OR,97344,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=195907093&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
3228418,BETHEL CEMETERY ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,1928-12-26T00:00:00.000,MAILING ADDRESS,8380 BETHEL RD,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=3228418&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
3228418,BETHEL CEMETERY ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,1928-12-26T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,CORNER ZENA & OAK GROVE RD,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=3228418&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
3228418,BETHEL CEMETERY ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,1928-12-26T00:00:00.000,REGISTERED AGENT,8380 BETHEL RD,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=3228418&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
3983814,FREEMAN LAND & LIVESTOCK CO.,DOMESTIC BUSINESS CORPORATION,1937-09-02T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,3750 OAK GROVE RD,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=3983814&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
3983814,FREEMAN LAND & LIVESTOCK CO.,DOMESTIC BUSINESS CORPORATION,1937-09-02T00:00:00.000,REGISTERED AGENT,3750 OAK GROVE RD,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=3983814&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
4415014,RICKREALL GRANGE NO. 671,DOMESTIC NONPROFIT CORPORATION,1946-05-31T00:00:00.000,MAILING ADDRESS,PO BOX 133,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=4415014&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
4415014,RICKREALL GRANGE NO. 671,DOMESTIC NONPROFIT CORPORATION,1946-05-31T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,280 MAIN ST,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=4415014&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5341417,"RICKREALL FARM SUPPLY, INC.",DOMESTIC BUSINESS CORPORATION,1954-03-16T00:00:00.000,MAILING ADDRESS,PO BOX 67,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5341417&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5341417,"RICKREALL FARM SUPPLY, INC.",DOMESTIC BUSINESS CORPORATION,1954-03-16T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,130 MAIN STREET,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5341417&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5700018,OAK GROVE GRANGE NO. 198,DOMESTIC NONPROFIT CORPORATION,1956-06-19T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,OAK GROVE GRANGE,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5700018&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},2670 OAK GROVE RD,
6029417,SAVANNAH LAND COMPANY,DOMESTIC BUSINESS CORPORATION,1958-07-07T00:00:00.000,MAILING ADDRESS,8380 BETHEL RD,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6029417&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6029417,SAVANNAH LAND COMPANY,DOMESTIC BUSINESS CORPORATION,1958-07-07T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,8380 BETHEL RD,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6029417&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6029417,SAVANNAH LAND COMPANY,DOMESTIC BUSINESS CORPORATION,1958-07-07T00:00:00.000,REGISTERED AGENT,8380 BETHEL RD,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6029417&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6228217,POLK COUNTY HISTORICAL SOCIETY,DOMESTIC NONPROFIT CORPORATION,1959-06-04T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,560 S PACIFIC HWY,RICKREALL,OR,97371,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6228217&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
